teamId, playerId, firstName, lastName, displayName, shortName
328,4593102, Sean, Sean, Sean Bairstow, S. Bairstow
328,4897503, Kyle, Kyle, Kyle Braun, K. Braun
328,4897544, Landon, Landon, Landon Brenchley, L. Brenchley
328,4397450, Darius, Darius, Darius Brown, D. Brown
328,5107824, Nigel, Nigel, Nigel Burris, N. Burris
328,5108991, Jacob, Jacob, Jacob Conner, J. Conner
328,4897466, Cameron, Cameron, Cameron Crawford, C. Crawford
328,4593713, Kamdyn, Kamdyn, Kamdyn Curfman, K. Curfman
328,4066764, Trevin, Trevin, Trevin Dorius, T. Dorius
328,5107864, Mason, Mason, Mason Falslev, M. Falslev
328,4897504, Wyatt, Wyatt, Wyatt Fricks, W. Fricks
328,5176272, Dallin, Dallin, Dallin Grant, D. Grant
328,4433613, Jackson, Jackson, Jackson Grant, J. Grant
328,4897548, Zee, Zee, Zee Hamoda, Z. Hamoda
